Date,Open,High,Low,Close,Volume
3-Feb-16,183.59,183.94,170.18,173.48,7879454
2-Feb-16,192.42,193.12,180.23,182.78,5762855
1-Feb-16,188.76,199.52,182.75,196.94,5293766
29-Jan-16,189.95,193.74,188.08,191.20,2841003
28-Jan-16,190.79,191.28,182.41,189.70,4581652
27-Jan-16,192.38,193.26,185.77,188.07,3565378
26-Jan-16,196.70,197.82,188.88,193.56,4946841
25-Jan-16,200.06,203.57,195.88,196.38,2694564
22-Jan-16,204.80,205.50,199.03,202.55,3120106
21-Jan-16,201.55,203.23,195.02,199.97,3163432
20-Jan-16,199.40,201.28,191.25,198.70,5825431
19-Jan-16,208.71,210.47,200.78,204.72,3997509
15-Jan-16,198.97,205.07,197.25,204.99,5322235
14-Jan-16,202.21,210.00,193.38,206.18,6452623
13-Jan-16,212.01,212.65,200.00,200.31,4039093
12-Jan-16,211.60,213.74,205.31,209.97,3091917
11-Jan-16,214.01,214.45,203.00,207.85,4091422
8-Jan-16,217.86,220.44,210.77,211.00,3628058
7-Jan-16,214.19,218.44,213.67,215.65,3554251
6-Jan-16,220.00,220.05,215.98,219.04,3779128
5-Jan-16,226.36,226.89,220.00,223.43,3186752
4-Jan-16,230.72,231.38,219.00,223.41,6819737
31-Dec-15,238.51,243.45,238.37,240.01,2715038
30-Dec-15,236.60,243.63,235.67,238.09,3697921
29-Dec-15,230.06,237.72,229.55,237.19,2406290
28-Dec-15,231.49,231.98,225.54,228.95,1901304
24-Dec-15,230.56,231.88,228.28,230.57,710277
23-Dec-15,232.18,233.45,228.13,229.70,1554979
22-Dec-15,234.99,236.55,229.63,229.95,1961495
21-Dec-15,231.69,235.83,231.08,232.56,1953174
18-Dec-15,232.89,235.90,229.29,230.46,3014170
17-Dec-15,233.94,237.76,229.81,233.39,3298638
16-Dec-15,222.10,234.88,220.73,234.51,5104341
15-Dec-15,221.82,222.22,218.00,221.09,2244424
14-Dec-15,217.51,220.92,214.87,218.58,2827068
11-Dec-15,225.24,225.75,216.64,217.02,3268726
10-Dec-15,224.71,228.49,223.64,227.07,2071692
9-Dec-15,226.70,227.50,220.72,224.52,3057753
8-Dec-15,227.52,228.80,224.20,226.72,2687636
7-Dec-15,227.70,235.63,226.15,231.13,3144223
4-Dec-15,232.46,233.27,227.66,230.38,2573603
3-Dec-15,235.48,237.45,230.00,232.71,2939564
2-Dec-15,237.00,238.60,231.23,231.99,2975721
1-Dec-15,231.06,238.00,231.05,237.19,3728287
30-Nov-15,231.79,234.28,229.08,230.26,2585753
27-Nov-15,231.06,232.25,227.01,231.61,1949127
25-Nov-15,221.34,230.82,220.38,229.64,3990779
24-Nov-15,215.37,221.00,215.00,218.25,2452304
23-Nov-15,217.35,219.18,214.68,217.75,2524994
20-Nov-15,223.49,225.00,213.58,220.01,4388932
19-Nov-15,220.54,226.19,220.30,221.80,2499363
18-Nov-15,214.50,221.38,212.52,221.07,2805192
17-Nov-15,215.20,216.00,211.40,214.00,2143269
16-Nov-15,206.09,214.98,205.80,214.31,2917082
13-Nov-15,212.95,212.99,206.52,207.19,3412083
12-Nov-15,217.85,219.00,212.66,212.94,2910023
11-Nov-15,217.77,219.48,213.63,219.08,3334955
10-Nov-15,223.48,223.70,216.08,216.50,4568414
9-Nov-15,232.99,232.99,224.31,225.33,3843824
6-Nov-15,230.70,233.36,229.50,232.36,2443465
5-Nov-15,230.58,234.58,229.19,231.77,4493263
4-Nov-15,230.68,232.74,225.20,231.63,12706650
3-Nov-15,210.00,214.44,207.75,208.35,7141113
2-Nov-15,208.92,215.80,207.22,213.79,3919308
30-Oct-15,210.40,211.63,203.89,206.93,4372936
29-Oct-15,211.75,213.75,210.64,211.63,1782358
28-Oct-15,211.31,213.45,208.30,212.96,2672551
27-Oct-15,214.84,217.10,207.51,210.35,3500711
26-Oct-15,211.38,215.88,210.00,215.26,3387107
23-Oct-15,215.00,215.35,207.69,209.09,4142080
22-Oct-15,211.56,215.75,209.40,211.72,2809155
21-Oct-15,211.99,214.81,208.80,210.09,4151463
20-Oct-15,227.72,228.60,202.00,213.03,14863266
19-Oct-15,226.50,231.15,224.94,228.10,2499326
16-Oct-15,223.04,230.48,222.87,227.01,4320797
15-Oct-15,216.43,221.73,213.70,221.31,2833931
14-Oct-15,220.67,220.95,215.43,216.88,3086784
13-Oct-15,213.28,222.52,211.13,219.25,5162453
12-Oct-15,222.99,223.00,215.27,215.58,3803779
9-Oct-15,220.93,224.37,218.36,220.69,6150458
8-Oct-15,230.08,230.72,221.31,226.72,6119688
7-Oct-15,236.63,237.70,229.12,231.96,6803172
6-Oct-15,240.00,243.03,235.58,241.46,5225174
5-Oct-15,248.84,249.84,244.13,246.15,3678195
2-Oct-15,235.60,247.70,234.93,247.57,4390140
1-Oct-15,247.51,248.50,237.13,239.88,4566941
30-Sep-15,252.00,252.40,242.34,248.40,4923331
29-Sep-15,250.46,254.73,245.46,246.65,3693383
28-Sep-15,257.35,259.79,246.61,248.43,4892501
25-Sep-15,266.61,266.91,256.15,256.91,3767096
24-Sep-15,259.53,263.45,256.21,263.12,3442247
23-Sep-15,261.95,262.08,257.58,261.06,2594257
22-Sep-15,259.03,262.65,255.87,260.94,3657582
21-Sep-15,263.98,271.57,255.80,264.20,6110390
18-Sep-15,257.96,263.82,257.50,260.62,3739826
17-Sep-15,263.96,265.50,260.69,262.07,3574923
16-Sep-15,253.04,262.88,252.88,262.25,4404454
15-Sep-15,252.75,254.60,249.50,253.57,2929278
14-Sep-15,251.10,254.25,249.67,253.19,2883100
11-Sep-15,247.64,250.24,244.73,250.24,2342654
10-Sep-15,247.23,250.72,245.33,248.48,2705437
9-Sep-15,252.05,254.25,248.30,248.91,3384661
8-Sep-15,245.05,249.16,244.05,248.17,3120348
4-Sep-15,240.89,244.09,238.20,241.93,3682146
3-Sep-15,252.06,252.08,245.00,245.57,4131503
2-Sep-15,245.30,247.88,239.78,247.69,4584918
1-Sep-15,240.34,246.00,236.97,238.63,5437046
31-Aug-15,245.62,254.95,245.51,249.06,4680798
28-Aug-15,241.86,251.45,241.57,248.48,5495169
27-Aug-15,231.00,244.75,230.81,242.99,7642840
26-Aug-15,227.93,228.00,215.51,224.84,4948119
25-Aug-15,230.52,230.90,219.12,220.03,4304953
24-Aug-15,202.79,231.40,195.00,218.87,9565541
21-Aug-15,236.00,243.80,230.51,230.77,6564012
20-Aug-15,252.06,254.56,241.90,242.18,4887192
19-Aug-15,260.33,260.65,255.02,255.25,3604282
18-Aug-15,255.38,260.95,253.56,260.72,4195035
17-Aug-15,255.56,256.59,250.51,254.99,7176690
14-Aug-15,247.24,247.93,241.77,243.15,4364810
13-Aug-15,239.86,246.48,239.12,242.51,4689182
12-Aug-15,235.00,239.77,232.74,238.17,3739157
11-Aug-15,237.15,239.30,234.44,237.37,4264939
10-Aug-15,238.15,242.97,236.05,241.14,4185860
7-Aug-15,243.58,243.73,238.39,242.51,5073390
6-Aug-15,249.54,255.00,236.12,246.13,14623754
5-Aug-15,263.58,271.00,260.40,270.13,6214319
4-Aug-15,260.01,266.72,258.34,266.28,2352530
3-Aug-15,266.29,266.71,257.07,259.99,2553474
31-Jul-15,267.60,269.36,265.12,266.15,2222552
30-Jul-15,262.69,266.94,262.11,266.79,2034560
29-Jul-15,264.27,267.89,262.00,263.82,2790095
28-Jul-15,255.75,265.40,251.84,264.82,3895808
27-Jul-15,262.43,264.43,250.79,253.01,4694192
24-Jul-15,267.38,271.09,263.92,265.41,2836498
23-Jul-15,269.65,269.90,265.27,267.20,2227239
22-Jul-15,261.27,269.44,260.86,267.87,3104960
21-Jul-15,270.05,273.50,266.55,266.77,6108686
20-Jul-15,275.00,286.65,272.54,282.26,4978454
17-Jul-15,272.50,275.54,268.25,274.66,5004099
16-Jul-15,264.22,267.20,263.16,266.68,1615961
15-Jul-15,266.74,267.49,262.08,263.14,2021621
14-Jul-15,262.10,265.99,260.51,265.65,1907641
13-Jul-15,262.25,262.55,256.05,262.16,2960319
10-Jul-15,262.22,263.00,257.82,259.15,2610858
9-Jul-15,259.08,262.95,256.79,257.92,3334077
8-Jul-15,259.32,260.80,254.31,254.96,6221077
7-Jul-15,275.00,275.20,260.77,267.88,6105126
6-Jul-15,278.88,281.69,276.30,279.72,4121933
2-Jul-15,280.20,282.45,273.31,280.02,7163930
1-Jul-15,271.11,272.62,267.85,269.15,2101224
30-Jun-15,264.80,270.92,264.00,268.26,3086935
29-Jun-15,261.95,265.95,260.70,262.02,3478909
26-Jun-15,268.89,269.11,266.00,267.09,3838434
25-Jun-15,266.45,271.41,265.25,268.79,2849204
24-Jun-15,266.98,267.35,263.72,265.17,2412293
23-Jun-15,260.32,268.00,258.57,267.67,3870818
22-Jun-15,262.15,264.40,255.69,259.79,4561079
19-Jun-15,262.40,263.80,260.10,262.51,2463013
18-Jun-15,262.00,263.46,260.02,261.89,2782703
17-Jun-15,252.17,264.36,252.02,260.41,5512920
16-Jun-15,250.13,253.44,249.10,253.12,1984678
15-Jun-15,249.70,251.28,246.01,250.38,2186175
12-Jun-15,250.21,253.46,250.21,250.69,1422335
11-Jun-15,253.26,254.37,250.43,251.41,2044058
10-Jun-15,251.90,254.00,248.50,250.70,3454453
9-Jun-15,255.40,257.74,254.14,256.00,2611146
8-Jun-15,250.85,258.75,250.31,256.29,5016997
5-Jun-15,246.00,249.70,245.68,249.14,3022026
4-Jun-15,247.50,249.30,245.71,245.92,2453615
3-Jun-15,248.20,250.72,247.01,248.99,1781505
2-Jun-15,248.92,249.40,246.30,248.35,2134809
1-Jun-15,251.41,251.60,247.47,249.45,2505057
29-May-15,251.00,252.87,249.43,250.80,3789283
28-May-15,247.03,251.80,245.05,251.45,3647283
27-May-15,248.51,249.50,245.55,247.43,3408200
26-May-15,247.68,252.00,246.50,247.46,3498682
22-May-15,245.38,248.60,245.01,247.73,2223089
21-May-15,243.03,246.62,242.36,245.62,1970643
20-May-15,247.13,247.74,241.37,244.35,3755569
19-May-15,248.43,251.00,246.15,247.14,3674231
18-May-15,247.00,249.90,246.00,248.75,3353212
15-May-15,243.93,249.40,242.50,248.84,4527563
14-May-15,244.82,244.89,241.25,244.10,2895936
13-May-15,247.61,248.30,242.25,243.18,5440165
12-May-15,240.11,246.35,238.19,244.74,6363429
11-May-15,236.29,242.88,235.31,239.49,5672262
8-May-15,235.99,238.41,233.70,236.61,4668236
7-May-15,221.00,237.48,220.25,236.80,9455909
6-May-15,234.10,234.47,228.20,230.43,5270933
5-May-15,237.76,239.50,229.13,232.95,5796873
4-May-15,228.18,234.73,227.11,230.51,4434596
1-May-15,229.94,231.77,220.40,226.03,5281689
30-Apr-15,230.39,232.89,225.17,226.05,3911857
29-Apr-15,230.05,234.97,227.63,232.45,3936077
28-Apr-15,234.75,235.50,228.03,230.48,6085379
27-Apr-15,222.56,238.75,222.00,231.55,11672627
24-Apr-15,220.50,220.80,218.01,218.42,2427843
23-Apr-15,218.27,221.48,217.15,218.60,4411184
22-Apr-15,212.50,221.88,211.69,219.44,7863037
21-Apr-15,205.80,210.75,204.31,209.41,3432541
20-Apr-15,206.78,207.85,203.85,205.27,2559251
17-Apr-15,204.99,206.88,203.50,206.79,2469926
16-Apr-15,207.70,209.17,206.29,206.70,1659059
15-Apr-15,207.46,209.59,206.60,207.83,1952378
14-Apr-15,208.57,209.49,205.50,207.46,3025963
13-Apr-15,210.44,213.00,209.05,209.78,3758230
10-Apr-15,209.85,211.65,209.00,210.90,4067676
9-Apr-15,208.43,210.37,206.12,210.09,3800225
8-Apr-15,208.20,210.90,205.87,207.67,6303117
7-Apr-15,202.51,205.06,201.14,203.25,4347864
6-Apr-15,198.00,207.75,197.50,203.10,12455811
2-Apr-15,190.23,193.23,190.00,191.00,5010368
1-Apr-15,188.70,192.30,186.05,187.59,3794621
31-Mar-15,193.53,193.76,188.41,188.77,5026569
30-Mar-15,185.85,192.25,181.80,190.57,10089516
27-Mar-15,189.07,189.29,181.40,185.00,8604947
26-Mar-15,193.92,194.79,189.70,190.40,4127956
25-Mar-15,198.27,198.59,192.70,194.30,5730389
24-Mar-15,201.58,203.79,199.75,201.72,3649860
23-Mar-15,198.50,200.50,197.47,199.63,2631626
20-Mar-15,197.45,198.99,195.62,198.08,4269467
19-Mar-15,202.00,204.59,194.53,195.65,8475244
18-Mar-15,194.96,200.88,193.11,200.71,4820936
17-Mar-15,195.43,198.71,193.94,194.73,4894052
16-Mar-15,192.00,195.91,189.80,195.70,5628783
13-Mar-15,188.95,191.75,187.32,188.68,5434298
12-Mar-15,193.75,194.45,189.75,191.07,4149294
11-Mar-15,191.15,196.18,191.01,193.74,4974871
10-Mar-15,188.46,193.50,187.60,190.32,5579691
9-Mar-15,194.39,194.49,188.25,190.88,6736724
6-Mar-15,199.21,200.75,192.15,193.88,6712438
5-Mar-15,202.85,206.19,200.15,200.63,4877015
4-Mar-15,199.25,202.52,197.21,202.44,4221962
3-Mar-15,196.81,200.24,195.32,199.56,4432329
2-Mar-15,202.70,203.34,195.82,197.32,7922065
27-Feb-15,206.90,208.55,202.80,203.34,3882084
26-Feb-15,204.00,211.09,202.22,207.19,6472855
25-Feb-15,204.94,207.14,202.58,203.76,3909520
24-Feb-15,207.29,207.29,201.70,204.11,6603560
23-Feb-15,215.66,218.20,206.33,207.34,8499775
20-Feb-15,210.78,217.60,209.81,217.11,5982089
19-Feb-15,205.00,212.44,203.75,211.70,5154148
18-Feb-15,204.17,206.17,202.60,204.46,2713598
17-Feb-15,205.70,205.70,201.50,204.35,3979647
13-Feb-15,202.90,205.99,200.91,203.77,6191003
12-Feb-15,193.57,203.09,193.28,202.88,15649607
11-Feb-15,212.21,214.74,207.28,212.80,9769102
10-Feb-15,217.55,220.50,215.00,216.29,5390542
9-Feb-15,215.38,217.93,211.99,217.48,3472423
6-Feb-15,222.00,223.40,216.50,217.36,3243931
5-Feb-15,219.88,225.48,219.64,220.99,3522947
4-Feb-15,218.29,221.48,216.80,218.55,3305377
3-Feb-15,213.22,220.37,211.27,218.36,4826244
2-Feb-15,203.97,211.95,203.30,210.94,4149186
30-Jan-15,203.96,207.47,203.00,203.60,3006959
29-Jan-15,201.07,205.98,196.50,205.20,3548106
28-Jan-15,206.11,206.37,198.42,199.37,3149606
27-Jan-15,204.42,208.03,203.30,205.98,2781024
26-Jan-15,201.83,208.62,201.05,206.55,3234522
23-Jan-15,200.29,203.50,198.33,201.29,3442371
22-Jan-15,197.00,203.24,195.20,201.62,4116905
21-Jan-15,189.55,198.68,189.51,196.57,4153043
20-Jan-15,193.87,194.12,187.04,191.93,4503182
16-Jan-15,190.70,194.49,189.65,193.07,3603158
15-Jan-15,194.49,195.75,190.00,191.87,5216524
14-Jan-15,185.83,195.20,185.00,192.69,11551855
13-Jan-15,203.32,207.61,200.91,204.25,4477320
12-Jan-15,203.05,204.47,199.25,202.21,5950280
9-Jan-15,208.92,209.98,204.96,206.66,4668295
8-Jan-15,212.81,213.80,210.01,210.62,3442509
7-Jan-15,213.35,214.78,209.78,210.95,2968390
6-Jan-15,210.06,214.20,204.21,211.28,6261936
5-Jan-15,214.55,216.50,207.16,210.09,5368477
2-Jan-15,222.87,223.25,213.26,219.31,4764443
31-Dec-14,223.09,225.68,222.25,222.41,2402097
30-Dec-14,223.99,225.65,221.40,222.23,2903242
29-Dec-14,226.90,227.91,224.02,225.71,2811828
26-Dec-14,221.51,228.50,221.50,227.82,3327016
24-Dec-14,219.77,222.50,219.25,222.26,1333518
23-Dec-14,223.81,224.32,219.52,220.97,4513321
22-Dec-14,220.00,224.06,218.26,222.60,4806917
19-Dec-14,220.19,220.40,214.50,219.29,6910461
18-Dec-14,212.38,218.44,211.80,218.26,7483349
17-Dec-14,193.06,206.65,192.65,205.82,7367834
16-Dec-14,200.89,203.68,195.37,197.81,8426105
15-Dec-14,209.29,209.80,202.67,204.04,5218252
12-Dec-14,204.82,211.68,204.50,207.00,7173782
11-Dec-14,210.53,215.43,208.23,208.88,6694398
10-Dec-14,214.13,216.77,207.70,209.84,7314139
9-Dec-14,209.34,217.73,204.27,216.89,9431502
8-Dec-14,221.54,224.86,212.34,214.36,9225619
5-Dec-14,228.67,229.39,222.26,223.71,6063619
4-Dec-14,228.60,230.90,227.81,228.28,3879208
3-Dec-14,226.25,229.72,225.50,229.30,5307733
2-Dec-14,234.57,234.88,228.00,231.43,5887046
1-Dec-14,241.16,242.47,229.01,231.64,8619351
28-Nov-14,245.35,246.69,242.52,244.52,2119688
26-Nov-14,248.34,249.00,246.60,248.44,1981819
25-Nov-14,247.35,249.72,246.09,248.09,3159804
24-Nov-14,245.20,247.60,240.64,246.72,4789708
21-Nov-14,252.21,252.78,242.17,242.78,7485059
20-Nov-14,247.95,250.93,246.00,248.71,3587220
19-Nov-14,250.61,251.88,245.60,247.74,7918486
18-Nov-14,255.86,259.99,255.51,257.70,4474294
17-Nov-14,257.49,259.00,252.02,253.98,4025695
14-Nov-14,250.00,258.85,248.50,258.68,6101145
13-Nov-14,250.62,255.75,250.25,251.70,6236036
12-Nov-14,249.72,252.34,245.58,249.10,5870818
11-Nov-14,242.55,251.82,242.00,251.08,7952565
10-Nov-14,239.11,242.88,236.80,241.93,4577208
7-Nov-14,242.19,242.84,237.20,240.20,5161023
6-Nov-14,234.49,246.69,228.50,241.22,15354717
5-Nov-14,241.00,241.36,230.53,230.97,9045925
4-Nov-14,240.49,242.35,236.53,238.93,3682572
3-Nov-14,243.00,247.56,241.32,242.59,4207268
31-Oct-14,242.51,243.12,238.75,241.70,3775327
30-Oct-14,238.14,240.50,235.06,238.66,3228371
29-Oct-14,241.13,241.50,235.64,238.10,4967640
28-Oct-14,229.60,244.60,228.25,242.77,10516297
27-Oct-14,234.25,234.61,220.31,221.67,9553348
24-Oct-14,236.27,237.80,231.20,235.24,3466927
23-Oct-14,234.66,236.28,232.00,235.29,3499882
22-Oct-14,233.19,237.39,230.56,231.10,4123397
21-Oct-14,234.27,235.39,230.80,235.34,4130345
20-Oct-14,226.72,232.40,225.51,230.47,3499686
17-Oct-14,233.38,234.77,226.55,227.48,10551850
16-Oct-14,219.72,229.92,219.10,226.35,5404565
15-Oct-14,220.00,230.99,217.32,229.70,9151648
14-Oct-14,228.25,232.47,223.00,227.06,7112339
13-Oct-14,238.57,238.96,221.00,224.59,11276552
10-Oct-14,244.64,245.89,235.20,236.91,12898275
9-Oct-14,262.25,265.54,254.40,257.01,7361316
8-Oct-14,260.10,262.88,252.64,259.28,5062615
7-Oct-14,258.53,261.46,255.73,259.57,4491569
6-Oct-14,259.13,262.49,257.80,260.62,7719055
3-Oct-14,253.06,256.50,251.03,255.21,5408665
2-Oct-14,250.20,252.79,245.36,251.42,9002001
1-Oct-14,242.20,242.66,235.65,240.24,5946510
30-Sep-14,246.92,247.65,240.12,242.68,4248127
29-Sep-14,244.00,248.64,241.38,245.26,4854687
26-Sep-14,248.25,249.73,246.07,246.60,3798841
25-Sep-14,252.52,254.96,246.10,246.95,4843712
24-Sep-14,251.12,252.84,247.04,252.14,3754376
23-Sep-14,245.22,253.80,245.00,250.41,5660048
22-Sep-14,255.00,256.02,244.71,250.03,8222963
19-Sep-14,257.99,261.43,255.27,259.32,6811714
18-Sep-14,263.36,265.60,262.32,263.82,3699314
17-Sep-14,262.41,264.70,259.50,261.38,5179923
16-Sep-14,255.15,262.46,252.42,260.74,8303972
15-Sep-14,274.37,274.40,249.13,253.86,16464952
12-Sep-14,280.50,282.39,277.00,279.20,3328302
11-Sep-14,280.46,284.79,278.63,280.31,3768584
10-Sep-14,279.50,281.41,273.66,281.10,3785988
9-Sep-14,282.99,285.49,277.00,278.48,4567958
8-Sep-14,277.62,284.88,277.52,282.11,5505040
5-Sep-14,282.55,282.90,272.51,277.39,11176167
4-Sep-14,284.01,291.42,280.40,286.04,8341749
3-Sep-14,287.67,288.00,280.10,281.19,6779735
2-Sep-14,275.50,284.89,274.30,284.12,9852351
29-Aug-14,268.70,272.00,267.51,269.70,6453958
28-Aug-14,261.89,264.48,261.64,263.86,2854737
27-Aug-14,263.50,264.24,260.29,263.25,2990532
26-Aug-14,264.98,265.50,261.66,261.74,3822572
25-Aug-14,258.19,263.68,258.19,262.55,4318053
22-Aug-14,254.54,256.95,252.61,256.78,2836959
21-Aug-14,256.52,258.80,253.26,254.34,2919241
20-Aug-14,254.67,258.74,253.00,255.71,3027863
19-Aug-14,258.87,259.33,251.62,256.76,5340136
18-Aug-14,263.25,267.26,259.75,259.94,5849231
15-Aug-14,261.48,262.09,258.50,262.01,3867874
14-Aug-14,262.49,263.00,258.54,261.38,4126634
13-Aug-14,262.01,265.64,259.61,260.31,6932628
12-Aug-14,258.08,260.30,254.58,259.96,6390412
11-Aug-14,255.48,263.74,255.00,259.32,8101276
8-Aug-14,251.16,251.76,246.50,248.13,5099061
7-Aug-14,250.12,256.69,249.12,252.39,7478926
6-Aug-14,238.90,251.42,238.58,248.93,9249265
5-Aug-14,237.47,242.99,235.69,238.49,5388581
4-Aug-14,234.38,240.50,233.27,238.52,5967406
